id,title,tagline,release_date,genres,belongs_to_collection,original_language,budget_musd,revenue_musd,production_companies,production_countries,vote_count,vote_average,popularity,runtime,overview,spoken_languages,poster_path,cast,cast_size,crew_size,director
37557,Shanghai Triad,In 1930's Shanghai violence was not the problem. It was the solution.,1995-04-30,Drama|Crime,,zh,,,Ministère des Affaires Étrangères|Alpha Films|La Sept Cinéma,China|France,17.0,6.5,1.1009149999999999,108.0,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,普通话,<img src='http://image.tmdb.org/t/p/w185//x6SZumKmrOEFWfTjzv8ok4zoiei.jpg' style='height:100px;'>,Gong Li|Li Bao-Tian|Wang Xiaoxiao|Li Xuejian|Chun Sung|Fu Biao,6,4,Zhang Yimou
9909,Dangerous Minds,She broke the rules... and changed their lives.,1995-08-11,Drama|Crime,,en,,180.0,Hollywood Pictures|Via Rosa Productions|Don Simpson/Jerry Bruckheimer Films,United States of America,249.0,6.4,9.481338000000001,99.0,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",English,<img src='http://image.tmdb.org/t/p/w185//vzAmmoAhM27IW6OvtMmAdHJgAw7.jpg' style='height:100px;'>,Michelle Pfeiffer|George Dzundza|Courtney B. Vance|Robin Bartlett|John Neville|Beatrice Winde|Lorraine Toussaint|Renoly Santiago|Wade Dominguez|Bruklin Harris|Mercello Thedford|Roberto Alvarez|Richard Grant|Marisela Gonzales|Toni Nichelle Buzhardt,15,26,John N. Smith
63,Twelve Monkeys,The future is history.,1995-12-29,Science Fiction|Thriller|Mystery,,en,29.5,168.84,Universal Pictures|Atlas Entertainment|Classico,United States of America,2470.0,7.4,12.297305,129.0,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",English|Français,<img src='http://image.tmdb.org/t/p/w185//2F9KcDGZbEdaQN5jV9ziyRZYY7u.jpg' style='height:100px;'>,Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|David Morse|Jon Seda|Frank Gorshin|Joseph Melito|Aaron Michael Lacey|Christopher Meloni|Joey Perillo|LisaGay Hamilton|Matt Ross|Annie Golden|Michael Chance|Vernon Campbell|H. Michael Walls|Bob Adrian|Simon Jones|Carol Florence|Bill Raymond|Ernest Abuba|Irma St. Paule|Rozwill Young|Nell Johnson|Frederick Strother|Charles Techman|Rick Warner|Anthony 'Chip' Brienza|Bruce Kirkpatrick|Wilfred Williams|Joilet Harris|Drucie McDaniel|John Blaisse|Louis Lippa|Stan Kang|Pat Dias|Felix Pire|Karl Warren|Joseph McKenna|Stephen Bridgewater|Ray Huffman|Charley Scalies|Robert O'Neill|Paul Meshejian|Kevin Thigpen|Harry O'Toole|Jann Ellis|Michael Ryan Segal|Korchenko|Chuck Jeffreys|Barry Price|John Panzarella|Janet Zappala|Lisa Talerico|Tiffany Baldwin|C.J. Byrnes|Tom Detrik|Joe Gerety|Renee Spei|Bonnie Loev|Raymond Mamrak|Sal Mazzotta|Allelon Ruggiero|Thang,65,151,Terry Gilliam
78802,Wings of Courage,,1996-09-18,Romance|Adventure,,fr,,,Iwerks Entertainment,France|United States of America,4.0,6.8,0.745542,50.0,,English,<img src='http://image.tmdb.org/t/p/w185//hSfIwMbxHdZJPGt6HZ24yp6i1EQ.jpg' style='height:100px;'>,Craig Sheffer|Elizabeth McGovern|Tom Hulce|Ken Pogue|Ron Sauvé|Val Kilmer|Freddy Andreiuci,7,25,Jean-Jacques Annaud
9598,Babe,A little pig goes a long way.,1995-07-18,Fantasy|Drama|Comedy|Family,Babe Collection,en,30.0,254.13491,Universal Pictures|Kennedy Miller Productions,Australia|United States of America,756.0,6.0,14.404764000000002,89.0,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",English,<img src='http://image.tmdb.org/t/p/w185//kf34UAfyi978TYyy8Yl6oqMOsQZ.jpg' style='height:100px;'>,Christine Cavanaugh|Miriam Margolyes|Danny Mann|Hugo Weaving|Miriam Flynn|James Cromwell|Russi Taylor|Evelyn Krape|Michael Edward-Stevens|Charles Bartlett|Paul Livingston|Roscoe Lee Browne|Magda Szubanski|Zoe Burton|Paul Goddard|Wade Hayward|Brittany Byrnes|Mary Acres,18,11,Chris Noonan
47018,Carrington,A Love so Unusual it has to be True,1995-11-08,History|Drama|Romance,,en,,,StudioCanal|Cinéa|Euston Films|Freeway Films|European Co-production Fund|Polygram Filmed Entertainment|Orsans Productions,France|United Kingdom,16.0,6.4,1.4933610000000002,121.0,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.",English,<img src='http://image.tmdb.org/t/p/w185//8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg' style='height:100px;'>,Emma Thompson|Jonathan Pryce|Steven Waddington|Samuel West|Rufus Sewell|Penelope Wilton|Janet McTeer|Jeremy Northam|Alex Kingston|Richard Clifford|David Ryall|Stephen Boxer,12,30,Christopher Hampton
687,Dead Man Walking,,1995-12-29,Drama,,en,11.0,39.363635,Havoc|PolyGram Filmed Entertainment|Working Title Films,United States of America|United Kingdom,350.0,7.3,6.891317,122.0,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,English,<img src='http://image.tmdb.org/t/p/w185//njn4FAjosndf9Y13zgflCK0DI9o.jpg' style='height:100px;'>,Susan Sarandon|Sean Penn|Robert Prosky|Raymond J. Barry|R. Lee Ermey|Celia Weston|Lois Smith|Scott Wilson|Roberta Maxwell|Margo Martindale|Jack Black|Ray Aranha|Peter Sarsgaard|Barton Heyman|Steve Boles|Nesbitt Blaisdell|Larry Pine|Kevin Cooney|Clancy Brown|Michael Cullen|Missy Yager|Jenny Krochmal|Jon Abrahams|Arthur Bridgers|Steve Carlisle|Eva Amurri Martino|Jack Henry Robbins|Dennis Neal|Molly Bryant|Adele Robbins|Pete Burris|Joan Glover|Lenore Banks|Scott Sowers|Cortez Nance Jr.|Adam Nelson|Jeremy Knaster|Marcus Lyle Brown|Anthony Michael Frederick|Thomas McGowan|Codie Scott|Helen Prejean,42,95,Tim Robbins
139405,Across the Sea of Time,,1995-10-20,Adventure|History|Drama|Family,,en,,,Sony New Technologies,United States of America,2.0,3.5,0.114469,51.0,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",Pусский|English,<img src='http://image.tmdb.org/t/p/w185//lKOAyy098yjoot8cutYsStVO1WS.jpg' style='height:100px;'>,Peter Reznick|John McDonough|Avi Hoffman|Matt Malloy|Abby Lewis,5,11,Stephen Low
33689,It Takes Two,Two identical strangers. Two different worlds. One perfect match.,1995-11-17,Comedy|Family|Romance,,en,,,Dualstar Productions|Warner Bros.|Rysher Entertainment|Orr & Cruickshank,United States of America,149.0,6.1,7.7777350000000025,101.0,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",English,<img src='http://image.tmdb.org/t/p/w185//sdes5TrRbymELYLG85YIxmFb1OP.jpg' style='height:100px;'>,Kirstie Alley|Steve Guttenberg|Ashley Olsen|Mary-Kate Olsen|Jane Sibbett|Philip Bosco|Michelle Grisom|Desmond Robertson|Tiny Mills|Shanelle Henry|Michèle Lonsdale Smith|Sean Orr|Elizabeth Walsh,13,2,Andy Tennant
9603,Clueless,Sex. Clothes. Popularity. Is there a problem here?,1995-07-19,Comedy|Drama|Romance,,en,12.0,,Paramount Pictures,United States of America,828.0,6.9,9.882383,97.0,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Español|English,<img src='http://image.tmdb.org/t/p/w185//8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg' style='height:100px;'>,Alicia Silverstone|Stacey Dash|Brittany Murphy|Paul Rudd|Donald Faison|Elisa Donovan|Breckin Meyer|Jeremy Sisto|Dan Hedaya|Wallace Shawn|Twink Caplan|Justin Walker|Julie Brown|Nicole Bilderback,14,11,Amy Heckerling
34615,"Cry, the Beloved Country",,1995-12-15,Drama,,en,,0.676525,Miramax|Distant Horizon|Alpine Pty Limited,South Africa,13.0,6.7,0.894647,106.0,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,English,<img src='http://image.tmdb.org/t/p/w185//kGPsBswFOCjiGzXq4OZwzEAAODa.jpg' style='height:100px;'>,James Earl Jones|Charles S. Dutton|Jack Robinson|Tsholofelo Wechoemang|Ramalao Makhene|Richard Harris|Dolly Rathebe|Jennifer Steyn|Ian Roberts|David Clatworthy,10,4,Darrell James Roodt
31174,Richard III,"I can smile, and murder while I smile",1995-12-29,Drama|War,,en,,,British Screen|Mayfair Entertainment International,United Kingdom|United States of America,50.0,6.9,4.561387,104.0,Shakespeare's Play transplanted into a 1930s setting.,English,<img src='http://image.tmdb.org/t/p/w185//aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg' style='height:100px;'>,Ian McKellen|Annette Bening|Jim Broadbent|Kristin Scott Thomas|Adrian Dunbar|Maggie Smith|Tim McInnerny|Robert Downey Jr.|Edward Hardwicke|Nigel Hawthorne|Jim Carter|Dominic West|John Wood|Roger Hammond|Bill Paterson|Donald Sumpter|James Dreyfus|Derek Lyons,18,4,Richard Loncraine
11443,Dead Presidents,"In this daring heist, the only color that counts is green",1995-10-06,Action|Crime|Drama|History,,en,10.0,,Caravan Pictures|Underworld Entertainment|Hollywood Pictures,United States of America,80.0,6.6,9.87957,119.0,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",English,<img src='http://image.tmdb.org/t/p/w185//gCqfjRQtBugpmbkBrmGzCLSJo3m.jpg' style='height:100px;'>,Larenz Tate|Keith David|Chris Tucker|Freddy Rodríguez|Rose Jackson|N'Bushe Wright|Clifton Powell|Terrence Howard|Bokeem Woodbine|Sticky Fingaz|Clifton Collins Jr|Elizabeth Rodriguez|Michael Imperioli,13,9,Albert Hughes
35196,Restoration,,1995-12-29,Drama|Romance,,en,19.0,,Miramax Films,United States of America,30.0,6.3,10.979269,117.0,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",English|Español,<img src='http://image.tmdb.org/t/p/w185//wkf0z1GSbVXrGvUpT5ApBNA4VEW.jpg' style='height:100px;'>,Robert Downey Jr.|Meg Ryan|Sam Neill|David Thewlis|Hugh Grant|Polly Walker|Ian McKellen|Ian McDiarmid|Mary MacLeod|Willie Ross,10,6,Michael Hoffman
9312,Mortal Kombat,Nothing In This World Has Prepared You For This.,1995-08-18,Action|Fantasy,Mortal Kombat Collection,en,18.0,122.19592,New Line Cinema|Threshold Entertainment,United States of America,452.0,5.4,10.870138,101.0,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",English,<img src='http://image.tmdb.org/t/p/w185//eUdhAq9WBXHRJSXB1SlYLBRxPLd.jpg' style='height:100px;'>,Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson|Talisa Soto|Trevor Goddard|Chris Casamassa|François Petit|Keith Cooke|Ed Boon,11,15,Paul W.S. Anderson
577,To Die For,All she wanted was a little attention.,1995-05-20,Fantasy|Drama|Comedy|Thriller,,en,20.0,21.284514,The Rank Organisation|Columbia Pictures Corporation,United States of America,177.0,6.7,10.448481,106.0,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",English,<img src='http://image.tmdb.org/t/p/w185//aedhsShrlJVhLlwhtlmFJgR4Szs.jpg' style='height:100px;'>,Nicole Kidman|Matt Dillon|Joaquin Phoenix|Casey Affleck|Illeana Douglas|Alison Folland|Dan Hedaya|Wayne Knight|David Cronenberg|Kurtwood Smith|Holland Taylor|Susan Traylor|Maria Tucci|Tim Hopper,14,16,Gus Van Sant
11861,How To Make An American Quilt,There's beauty in the patterns of life.,1995-10-06,Drama|Romance,,en,10.0,23.57413,Universal Pictures|Amblin Entertainment,United States of America,38.0,6.5,4.485958,116.0,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",English,<img src='http://image.tmdb.org/t/p/w185//kFVxTShGAXwdiJYlX1Wk2xgHfyT.jpg' style='height:100px;'>,Winona Ryder|Anne Bancroft|Ellen Burstyn|Kate Nelligan|Jean Simmons|Maya Angelou|Alfre Woodard|Dermot Mulroney|Lois Smith|Kate Capshaw|Rip Torn|Johnathon Schaech|Samantha Mathis|Joanna Going|Esther Rolle|Jared Leto|Claire Danes|Lecy Goranson|Holland Taylor|Tim Guinee|Derrick O'Connor|Loren Dean|Melinda Dillon|Richard Jenkins|Denis Arndt|Adam Baldwin|Michael McElroy|Ari Meyers|Jane Alden|Tamala Jones|Rae'Ven Larrymore Kelly|Alicia Goranson|Will Estes|Mykelti Williamson,34,18,Jocelyn Moorhouse
807,Se7en,Seven deadly sins. Seven ways to die.,1995-09-22,Crime|Mystery|Thriller,,en,33.0,327.311859,New Line Cinema|Juno Pix|Cecchi Gori Pictures,United States of America,5915.0,8.1,18.45743,127.0,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",English,<img src='http://image.tmdb.org/t/p/w185//GQP6noTBKsYiAYyn8PYXFcsSgH.jpg' style='height:100px;'>,Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Kevin Spacey|R. Lee Ermey|Richard Roundtree|Richard Schiff|Julie Araskog|Mark Boone Junior|John Cassini|Reg E. Cathey|Peter Crombie|Hawthorne James|Michael Massee|Leland Orser|Richard Portnow|Daniel Zacapa|Alfonso Freeman|Harris Savides|Andrew Kevin Walker|Richmond Arquette|Pamala Tyson|Emily Wagner|Shannon Wilcox|George Christy|Endre Hules|William Davidson|Bob Collins|Dominique Jennings|Allan Kolman|Gene Borkan|Mario Di Donato|Harrison White|Bob Stephenson|Michael Reid MacKay|Lennie Loftin|Martin Serene|David Correia|Lexie Bigham|Evan Mirand|Paul Eckstein|Rachel Flanagan|Heidi Schanz|Brian Evers|James Deeth|Charles A. Tamburro|Charles S. Dutton|Arthur Max,49,91,David Fincher
